Depth,Train,Test1,Test2,Test3,Test4,Test5,Test6,Test7,Test8,Test9,Test10,Test11,Test12,Test13,Test14,Test15,Test16,Test17,Test18,Test19,Test20,Test21,Test22,Test23,Test24,Test25,Test26,Test27,Test28,Test29,Test30,Test31,Test32,Test33,Test34,Test35,Test36,Test37,Test38,Test39,Test40,Test41,Test42,Test43,Test44,Test45,Test46,Test47,Test48,Test49,Test50,Mean,STD,First_Quartile,Median,Third_Quartile
21,57.5815086536555,46.65718349928876,48.153409090909086,45.761078998073216,45.39249146757679,46.85466377440347,48.84979702300406,46.029919447640964,50.69708491761724,43.07561597281224,42.63803680981595,50.073855243722306,45.68854568854569,47.544642857142854,49.596774193548384,47.022332506203476,49.611398963730565,47.23756906077348,46.38783269961977,46.64310954063604,46.7032967032967,48.620236530880426,46.035242290748904,52.63157894736842,45.23121387283237,47.77365491651206,47.549668874172184,47.20314033366046,50.8695652173913,46.09450337512054,43.822597676874345,46.34146341463415,47.05882352941176,48.88010540184453,44.87320837927233,49.566294919454776,45.63206577595067,49.49367088607595,49.36886395511921,48.12712826333711,48.53801169590643,45.75936883629191,44.83985765124555,50.34387895460798,52.86103542234333,50.0,50.337381916329285,45.64732142857143,45.8161865569273,44.17112299465241,45.06258692628651,47.383368348043696,2.3074222870744943,45.75979637673724,47.04057801780762,49.24667431680054
22,57.86601584994653,47.57412398921833,46.941489361702125,46.71179883945841,44.35754189944134,47.00413223140496,48.743718592964825,45.13368983957219,50.29585798816568,42.235004108463436,43.20987654320987,47.361477572559366,45.933014354066984,47.32739420935412,47.72727272727273,44.419642857142854,47.89272030651341,46.25,46.31449631449631,46.37223974763407,46.134020618556704,48.48116646415553,44.22680412371134,49.02676399026764,43.12736443883985,48.368522072936656,46.44149577804584,46.975425330812854,50.06839945280438,47.25697786333012,43.80952380952381,46.30434782608695,46.666666666666664,48.53300733496332,45.5193482688391,49.87468671679198,44.95412844036697,48.28807556080284,49.2772667542707,46.205357142857146,47.33893557422969,45.76802507836991,44.6927374301676,47.794117647058826,51.72839506172839,50.20632737276479,47.524752475247524,45.776850886339936,44.417177914110425,44.21906693711968,46.36118598382749,46.743448249964715,2.0344426149768937,45.5815174712218,46.68923275306254,47.86806964164977
23,57.98392639983081,47.51677852348993,46.63212435233161,47.25822532402791,45.69832402234637,48.419864559819416,47.985347985347985,46.32516703786192,50.59808612440191,41.49519890260631,42.30019493177387,48.49673202614379,47.5609756097561,46.88195991091314,48.5781990521327,44.23913043478261,48.08959156785244,46.28930817610063,48.23232323232323,47.544642857142854,46.830530401034935,48.622754491017965,46.62721893491124,49.75845410628019,44.36906377204885,48.63088718510406,46.627906976744185,48.09322033898305,49.40711462450593,48.20809248554913,44.05436013590034,46.5016146393972,46.93877551020408,48.44124700239808,45.87852494577007,49.62686567164179,45.74850299401197,48.19557625145518,49.54838709677419,47.34411085450346,48.204419889502766,47.635933806146575,45.47563805104408,46.77804295942721,51.49253731343284,49.72826086956522,47.93388429752066,48.105625717566014,44.87334137515078,45.21028037383177,46.72774869109947,47.23522192787356,1.9349962021650586,46.369278938245735,47.5307106903164,48.37297922794537
24,58.86950958302039,46.69260700389105,46.48581997533909,46.48760330578512,46.34703196347032,46.97508896797153,46.47550776583035,45.595238095238095,48.842592592592595,42.41622574955908,42.70109235352532,48.35948644793152,45.96871239470517,48.78361075544174,48.319814600231744,43.84288747346072,49.42857142857143,45.843520782396084,47.911227154047,47.20357941834452,45.62841530054645,48.07916181606519,45.50970873786408,49.35064935064935,43.96782841823057,47.23404255319149,46.54377880184332,47.80278670953912,49.078947368421055,48.01714898177921,43.42105263157895,46.49321266968326,45.466491458607095,46.09756097560976,44.65270121278942,48.852901484480434,44.27402862985685,46.28378378378378,49.39106901217862,47.65729585006693,48.05013927576602,44.35146443514644,45.83333333333333,46.72131147540984,52.00517464424321,49.61832061068702,47.10648148148148,46.14443084455324,45.07042253521127,43.689320388349515,45.370370370370374,46.64887106739298,1.9742910500096993,45.531091077207584,46.49040798773419,48.04189170226932
25,58.952222639283605,47.941567065073045,46.487867177522354,45.24929444967074,47.16386554621849,48.05194805194805,47.57396449704142,46.599777034559644,50.18181818181818,41.29032258064516,42.59818731117825,48.01641586867305,46.543209876543216,45.61598224195338,49.68474148802018,45.22776572668113,48.13384813384813,46.6916354556804,46.97156983930778,46.91943127962085,46.18528610354223,47.63636363636364,47.201946472019465,49.334945586457074,44.372574385511,47.31509625126647,45.497630331753555,47.3469387755102,50.717079530638856,46.478873239436616,43.97394136807817,46.08599779492833,45.20725388601036,47.75757575757576,45.416666666666664,49.88399071925754,46.08399545970488,47.60820045558087,48.93899204244032,47.923681257014586,48.257372654155496,46.22124863088718,47.10059171597633,46.7816091954023,52.19573400250941,50.93582887700535,47.962747380675204,47.794117647058826,45.47738693467337,45.44392523364486,46.0,47.04161607595497,1.9960662224372774,46.02099886492622,47.036080777642056,47.957452301774666
26,59.63594740221671,46.134347275031686,45.93939393939394,44.88479262672811,45.803108808290155,48.50917431192661,46.920492721164614,44.0713536201469,47.55463059313215,41.3986013986014,42.829827915869984,47.90575916230366,45.08733624454149,46.31463146314631,47.78761061946903,45.07042253521127,49.51456310679612,47.07943925233645,46.0390355912744,45.3125,45.65217391304348,47.56637168141593,46.0,47.93187347931874,44.58128078817734,47.04761904761905,44.90263459335625,47.581441263573545,49.08869987849332,45.995670995671,43.25481798715203,46.36459430979979,45.93241551939925,45.558086560364465,44.21364985163205,48.00483675937122,45.17241379310345,47.27074235807861,47.48743718592965,45.276497695852534,48.3160621761658,46.19341563786008,44.92911668484187,47.11751662971175,51.24999999999999,49.647887323943664,47.869955156950674,46.67472793228537,44.66019417475729,45.0523864959255,45.61626429479034,46.32735610707896,1.8143412079915533,45.10860563168198,46.08669143315304,47.56343640934499
27,59.560273343597224,46.13526570048309,46.206896551724135,44.237918215613384,46.25550660792951,45.513513513513516,46.27027027027027,45.588235294117645,48.09725158562368,40.33189033189033,41.954590325765054,48.74504623513871,45.474137931034484,45.99341383095499,47.540983606557376,44.01544401544402,48.224043715846996,45.86206896551724,46.13466334164589,46.028291621327526,45.40880503144654,46.68141592920354,44.70338983050847,50.291036088474975,44.458281444582816,47.021660649819495,45.1685393258427,48.296593186372746,47.681331747919145,46.2,43.17697228144989,45.744680851063826,46.041412911084045,47.019867549668874,44.648648648648646,48.29329962073325,45.45454545454545,46.99683877766069,47.68637532133676,47.00352526439483,48.306148055207025,43.69230769230769,46.10778443113773,46.05993340732519,50.67817509247842,48.797250859106526,48.00443458980045,46.0762331838565,44.87804878048781,43.854166666666664,45.28301886792453,46.16648306402906,1.9142883616679545,45.314465408805034,46.092008807497116,47.411152867372905
28,61.64970883726883,45.15669515669516,45.259165613147914,44.75597092419522,45.18229166666667,47.08588957055215,44.58874458874459,46.13333333333333,47.40740740740741,40.26377036462374,40.48672566371682,46.043165467625904,42.874396135265705,45.14066496163683,46.45962732919255,44.108108108108105,50.81168831168831,42.80254777070064,45.48022598870056,43.27784891165173,42.5414364640884,45.490196078431374,42.98245614035088,48.03788903924222,45.44179523141655,47.47126436781609,43.57976653696498,48.60406091370558,47.65957446808511,45.532435740514074,42.08588957055215,45.7182320441989,46.728971962616825,45.14501891551072,42.97619047619048,47.91666666666667,44.910941475826974,47.805456702253856,45.75757575757576,45.614035087719294,47.65395894428153,43.90563564875492,44.857142857142854,44.905660377358494,47.289972899729,46.482412060301506,44.73039215686275,45.022288261515605,42.91609353507565,44.75806451612903,44.962406015037594,45.25604296371138,2.0381521417029353,44.22826722826723,45.16949341168092,46.47671587752427
29,60.688562373955634,45.61626429479034,46.12634088200238,44.25385934819897,44.73975636766335,45.55903866248694,45.294117647058826,45.70815450643777,49.026345933562425,40.63579820317899,41.952983725135624,45.28521536670547,44.83133841131664,45.435016111707846,47.12153518123667,44.79917610710608,48.41269841269841,40.987124463519315,46.9437652811736,44.2371020856202,43.443557582668184,46.5324384787472,43.56540084388186,48.419864559819416,45.335085413929036,46.75090252707581,43.29054842473746,47.3633748801534,46.577017114914426,46.91478942213516,43.44344344344344,45.751633986928105,45.14066496163683,46.360582306830906,43.425076452599384,47.67596281540505,44.06779661016949,46.994535519125684,47.33581164807931,46.470588235294116,45.58441558441558,43.402061855670105,44.39359267734554,46.60633484162896,47.10467706013363,46.22222222222222,46.09544468546638,44.19595314164005,42.467248908296945,44.02010050251256,45.9727385377943,45.357789924726006,1.826832125289555,44.20624037763508,45.57172712345126,46.59900540995032
30,61.00353398171675,45.2,45.51122194513716,45.0199203187251,45.84882280049566,45.6865127582017,45.17282479141835,47.509578544061306,50.05917159763313,39.62825278810409,41.040462427745666,45.714285714285715,45.18348623853211,47.03030303030303,46.24860022396417,44.166666666666664,46.85314685314685,41.451990632318505,46.47519582245431,44.94818652849741,43.048780487804876,44.68822170900693,46.0390355912744,48.49939975990396,44.927536231884055,46.29812438302073,44.779582366589324,49.464922711058264,47.84313725490196,46.733111849390916,44.18872266973533,44.75955610357583,45.767195767195766,44.50610432852386,45.962732919254655,45.32650448143406,44.28904428904429,48.357870894677234,44.050632911392405,46.89119170984456,45.63758389261745,42.56526674233825,45.55403556771546,46.26168224299065,47.43742550655543,46.57210401891253,45.272525027808676,46.15384615384615,44.296116504854375,43.70860927152318,46.26288659793815,45.49784239256609,1.9236458751270855,44.70605530764916,45.59580973016645,46.430927962595916
31,61.37078180674911,44.44444444444444,44.038929440389296,44.532019704433495,46.79802955665024,47.05035971223022,46.00484261501211,45.431472081218274,47.49430523917996,40.443213296398895,41.37931034482759,47.93388429752066,44.89092996555683,46.975546975546976,47.19235364396654,43.89473684210527,48.28614008941878,43.89937106918239,45.562913907284766,45.247148288973385,44.01650618982118,45.22673031026253,48.36065573770492,48.40686274509804,42.82238442822384,44.76861167002012,45.19906323185012,46.57676348547718,47.368421052631575,45.151199165797706,43.184421534937,44.13965087281795,45.0199203187251,45.895953757225435,45.252774352651045,46.666666666666664,43.23467230443975,47.13302752293578,45.16129032258064,47.87798408488064,45.76502732240437,43.673012318029116,46.8232044198895,45.37914691943128,48.65211810012837,48.029556650246306,46.5962441314554,47.66619519094767,43.8058748403576,44.52466907340554,44.754316069057104,45.57265752608879,1.8347511305445625,44.46450060168472,45.31596063604116,47.03165652805941
