Depth,Train,Test1,Test2,Test3,Test4,Test5,Test6,Test7,Test8,Test9,Test10,Test11,Test12,Test13,Test14,Test15,Test16,Test17,Test18,Test19,Test20,Test21,Test22,Test23,Test24,Test25,Test26,Test27,Test28,Test29,Test30,Test31,Test32,Test33,Test34,Test35,Test36,Test37,Test38,Test39,Test40,Test41,Test42,Test43,Test44,Test45,Test46,Test47,Test48,Test49,Test50,Mean,STD,First_Quartile,Median,Third_Quartile
21,11.344003214357464,9.151785714285714,9.53318335208099,13.070996147495872,11.26164267569856,12.036779047088325,9.89041095890411,11.220196353436185,11.114198388441233,14.102920723226703,11.796322489391796,9.490481522956328,9.916201117318437,11.790755604760587,10.318791946308725,10.389254385964913,10.825325042396834,9.620253164556962,10.132890365448505,11.353211009174311,9.465478841870825,10.532308568175349,11.649944258639911,10.992108229988725,8.784731967443166,14.405594405594405,10.011154489682097,13.649262202043133,9.873417721518987,13.208068527217465,11.64421997755331,11.108017817371937,8.550287750068513,10.299833425874514,11.321279554937414,11.016248967226659,12.475414442259062,10.906555090655509,10.0657706605662,11.712707182320441,9.413098950949815,13.208084258468544,10.617977528089888,10.107705053852527,10.712313638873551,9.278067526763657,10.395763656633223,11.736011477761837,9.534684556094776,11.430943814004982,8.977556109725686,10.882004213223224,1.3741739360355132,9.89685849850769,10.768819340635194,11.64851318836826
22,11.77593249849327,9.849330357142858,9.926884139482564,13.291139240506327,11.205193338978267,12.677626079687935,10.63013698630137,11.837307152875175,11.808835787718811,14.297635605006953,12.871287128712872,10.050391937290033,10.726256983240223,11.763077774702463,11.15771812080537,10.910087719298247,10.5992085924251,10.40787623066104,10.437430786267996,12.643348623853212,9.966592427616927,11.357813834329633,11.956521739130435,11.358511837655016,9.59865282065675,14.097902097902098,10.736196319018406,14.103291713961408,10.29535864978903,13.567283780049738,11.616161616161616,11.859688195991092,9.016168813373527,11.021654636313158,12.43393602225313,10.961167722390526,12.391121101432987,11.408647140864714,10.723477266228196,11.43646408839779,9.583215197051318,12.46797608881298,11.235955056179774,10.770505385252694,11.568194367752623,10.019214932747737,10.702341137123746,12.59684361549498,10.333999429060805,12.06753390534182,9.531726239955667,11.357497795264942,1.255046143895926,10.477875237807272,11.22057419757902,12.039780863788973
23,12.239670528360008,9.877232142857142,10.123734533183352,13.043478260869565,11.543889359300028,11.953190303705767,10.767123287671234,11.669004207573632,11.753264795776605,16.82892906815021,12.277227722772277,10.386338185890258,10.893854748603351,11.65236645446997,11.465324384787472,11.156798245614036,10.31656302996043,10.351617440225034,10.575858250276855,12.213302752293579,10.077951002227172,11.557073726159977,10.981047937569677,11.61217587373168,9.177659275891104,12.41958041958042,11.182375906302287,12.883087400681045,10.548523206751055,11.522520033158331,10.914702581369248,12.026726057906458,9.454645108248835,11.21599111604664,11.7663421418637,10.988708344808593,10.73335206518685,11.548117154811715,10.980840720617673,11.32596685082873,9.89509498157074,11.471676629661259,11.01123595505618,10.825738746202706,11.430149088901159,10.046664836673072,11.315496098104793,12.022955523672882,10.619469026548673,10.711320232493772,9.891936824605153,11.220164440824247,1.1598314167538035,10.58676094434481,11.169587075958162,11.642318809285397
24,11.809973436907075,10.044642857142858,10.601799775028121,12.383048981838195,11.459215354219587,11.033714126497632,10.657534246575343,10.743338008415147,11.725479299805501,13.379694019471488,12.164073550212164,9.490481522956328,10.670391061452515,10.54525325214503,11.661073825503356,11.321271929824562,9.779536461277557,10.548523206751055,10.160575858250278,12.09862385321101,9.298440979955457,11.756333617990322,10.451505016722408,10.710259301014656,9.205725512208812,12.41958041958042,11.266034578918015,12.656072644721908,10.492264416315049,12.379110251450678,10.185185185185185,11.442093541202672,9.482049876678541,10.494169905607995,11.265646731571627,9.969705315340127,12.166338859230121,11.464435146443515,10.43751787246211,9.83425414364641,9.781684150836405,12.069456305152292,10.50561797752809,11.019055509527755,11.098840419657648,10.705462530881142,11.343366778149386,10.817790530846485,10.048529831572937,11.209521173539995,9.504017733444167,10.918966748959201,0.9636759268979092,10.248268357004417,10.726798654714901,11.463130198387534
25,12.270363177749504,10.072544642857142,10.236220472440944,13.236103467253715,12.672876093705899,11.34020618556701,11.013698630136986,11.725105189340814,11.503195332036677,16.022253129346314,11.966053748231966,9.826427771556551,10.53072625698324,11.375588153888735,11.017897091722595,11.430921052631579,10.570944036178632,10.520393811533053,10.520487264673312,11.353211009174311,9.437639198218264,11.187019641332196,10.813823857302118,11.499436302142051,9.62671905697446,13.062937062937063,10.708310094813163,13.166855845629966,10.942334739803094,11.854103343465045,11.363636363636363,11.6369710467706,9.564264181967662,10.938367573570238,12.127955493741307,11.842467639768659,11.407698791795449,11.659693165969315,10.551901629968546,11.795580110497237,10.20697476609016,12.012524907486478,11.179775280898877,11.23998895332781,11.485367200441745,10.458413395553116,11.482720178372352,11.190817790530847,10.333999429060805,10.766675892610019,9.559434746467165,11.240785220408032,1.1215747754491399,10.536020100229566,11.215403371929328,11.654012636169636
26,11.920466974709257,10.15625,10.658042744656917,13.401210787011559,12.475303415184872,11.786012816940653,11.47945205479452,11.781206171107995,12.69797165879411,16.4673157162726,12.673267326732674,10.246360582306831,11.536312849162012,11.65236645446997,12.080536912751679,12.280701754385964,10.090446579988695,11.336146272855133,11.10188261351052,12.471330275229358,9.938752783964365,12.240250498149729,10.897435897435898,11.104847801578353,10.159977547010946,13.818181818181818,10.931399888455102,13.677639046538026,11.364275668073136,11.743575573362808,11.335578002244668,12.24944320712695,10.057550013702384,11.104941699056079,12.43393602225313,10.93362709997246,11.042427648215792,12.07810320781032,10.809265084358021,10.856353591160222,10.575559965976751,12.78109877597495,11.573033707865168,11.737089201877934,11.319712865819989,11.611309360417238,11.900780379041247,11.076040172166428,10.505281187553525,10.711320232493772,9.947353837628151,11.577765175432429,1.180792400169757,10.86662416772914,11.421863861433827,12.200322101800216
27,12.305520212504744,10.658482142857142,11.304836895388076,13.09851403412218,11.854360711261643,11.730286988018946,11.726027397260275,11.304347826086957,12.642400666851902,15.549374130737133,12.022630834512023,10.330347144456887,11.787709497206704,11.597010794353722,12.164429530201343,12.5,9.977388355002827,11.223628691983123,10.243632336655592,12.127293577981652,10.050111358574611,12.012524907486478,11.761426978818283,12.175873731679818,10.019646365422396,14.573426573426573,11.21026213050753,13.677639046538026,11.279887482419127,12.76595744680851,11.363636363636363,11.971046770601337,10.359002466429159,11.826762909494725,11.48817802503477,10.52051776370146,12.503512222534418,12.440725244072524,10.609093508721761,11.049723756906078,10.915792458179755,12.126387702818105,10.814606741573034,11.460922397127865,11.34732192159028,11.693659072193247,12.068004459308806,11.793400286944046,10.505281187553525,11.65236645446997,9.975062344139651,11.637089232673008,1.1009100395599951,10.949275282861336,11.67301276333161,12.111791891940781
28,10.752472153396281,8.844866071428571,10.067491563554555,11.86020913593836,9.793959920970927,8.55391473948175,11.287671232876713,9.7054698457223,10.669630452903585,14.436717663421419,10.353606789250353,8.958566629339305,9.916201117318437,9.770274010517575,10.458612975391498,11.18421052631579,8.846806105144148,9.451476793248945,8.914728682170542,9.690366972477065,8.574610244988865,9.90606319385141,9.559643255295429,10.005636978579481,9.093460566937974,11.552447552447552,9.369771332961516,10.8683314415437,9.451476793248945,10.27908261950815,9.624017957351292,9.214922048997773,9.59166895039737,9.938922820655192,10.04172461752434,8.86808041861746,9.918516437201461,11.241283124128312,8.635973691735774,9.337016574585636,9.21462999716473,9.536009109023627,8.820224719101123,9.859154929577464,9.635560463832137,10.156464452374417,10.172798216276476,8.694404591104735,8.906651441621467,9.216717409355105,8.28484344693821,9.806697812487979,1.0562750322002885,9.123752924494664,9.6629637181546,10.134221230169452
29,11.7552847161767,10.016741071428571,10.883014623172103,14.199229499174463,11.402766017499294,12.148230704931736,10.547945205479452,11.949509116409537,11.89219227563212,16.356050069541027,13.125884016973128,10.890257558790593,11.508379888268157,11.707722114586216,12.360178970917227,11.924342105263158,10.344827586206897,10.745428973277074,10.631229235880399,11.553899082568806,10.606904231625835,11.84173071448904,11.510590858416945,12.091319052987599,9.682851529609879,14.48951048951049,10.345789180145008,14.018161180476731,10.717299578059073,13.235700469743023,12.177328843995511,11.692650334075724,9.67388325568649,11.493614658523041,11.849791376912378,9.887083448085928,11.68867659454903,11.994421199442119,10.923648841864456,10.911602209944752,9.951800396937907,11.984059208653571,10.89887640449438,11.378072355702844,11.678630590833794,11.419160032939885,11.845039018952063,11.908177905308465,11.104767342278048,12.122889565458069,10.27985591576614,11.591834298029363,1.2700427601393758,10.779825385750831,11.532244970492876,11.975421685592563
30,11.655952141788879,9.458705357142858,10.264341957255343,12.43808475509081,10.443127293254305,10.476455837280579,10.383561643835616,10.434782608695652,11.753264795776605,14.82614742698192,12.050919377652052,10.3023516237402,11.005586592178771,10.738998062551897,11.549217002237135,11.62280701754386,9.468626342566422,9.957805907172995,9.856035437430787,9.948394495412844,9.82739420935412,11.016225448334756,11.17614269788183,11.386696730552424,9.57058658433904,13.118881118881118,10.764082543223648,11.804767309875142,10.29535864978903,11.66067974578613,10.774410774410773,10.105790645879733,9.482049876678541,11.13270405330372,10.292072322670375,9.749380335995593,10.677156504636134,11.910739191073919,9.951386903059765,10.0,9.639920612418486,10.67463706233988,9.353932584269662,10.936205468102735,10.988404196576477,10.815262146582487,11.343366778149386,10.502152080344333,10.419640308307166,10.960420703016883,9.947353837628151,10.745140299145241,1.0195422042605948,9.968354430379746,10.588394571342107,11.165283036737302
31,11.437755307038104,9.598214285714286,10.179977502812148,12.43808475509081,10.725373976855773,9.111173028698802,10.41095890410959,10.042075736325385,11.586551819949985,12.183588317107093,11.881188118811881,9.742441209406495,10.921787709497206,10.102407971215056,11.045861297539151,11.430921052631579,9.157716223855287,9.817158931082982,9.523809523809524,10.235091743119266,8.908685968819599,10.788499857671505,9.866220735785953,11.13303269447576,9.879315183833848,12.447552447552447,10.764082543223648,12.741203178206584,10.379746835443038,11.964631113567284,10.578002244668912,9.85523385300668,9.290216497670595,11.021654636313158,10.208623087621698,10.410355274029193,11.491992132621522,11.464435146443515,9.207892479267944,9.972375690607734,9.498157074000567,11.101622544833475,9.52247191011236,10.577188621927643,10.463832136940916,10.705462530881142,11.064659977703457,9.670014347202295,9.791607193833856,10.240797121505674,9.337766694375173,10.48963427723559,0.9520249889316569,9.797995128146137,10.395051054736115,11.05996030766238
