,CV_Fold,Accuracy,Recall,Precision,FPR
0,1,74.07407407407408,60.0,66.66666666666666,17.647058823529417
1,2,71.29629629629629,56.09756097560976,63.888888888888886,19.402985074626866
2,3,74.07407407407408,53.65853658536586,70.96774193548387,13.432835820895528
3,4,71.96261682242991,47.5,67.85714285714286,13.432835820895528
4,5,77.57009345794393,60.0,75.0,11.940298507462687
5,0,79.13043478260869,62.121212121212125,64.0625,14.02439024390244
