MinLeafSize,Loss,BiasSquare,Variance
0.001,0.2790869565217391,0.1826086956521739,0.21282608695652175
0.010775510204081632,0.2713260869565217,0.1608695652173913,0.20628260869565218
0.020551020408163267,0.2514565217391304,0.16956521739130434,0.18406521739130433
0.030326530612244898,0.2429782608695652,0.17391304347826086,0.1732391304347826
0.04010204081632653,0.23550000000000001,0.17391304347826086,0.16363043478260872
0.04987755102040817,0.23254347826086957,0.1826086956521739,0.15984782608695652
0.059653061224489795,0.22745652173913045,0.1956521739130435,0.14915217391304345
0.06942857142857144,0.22452173913043477,0.1956521739130435,0.14200000000000002
0.07920408163265306,0.22050000000000003,0.18695652173913044,0.13054347826086957
0.08897959183673469,0.22015217391304348,0.1782608695652174,0.12580434782608696
0.09875510204081633,0.21830434782608696,0.1826086956521739,0.12047826086956522
0.10853061224489796,0.2178695652173913,0.18695652173913044,0.11478260869565217
0.11830612244897959,0.21945652173913038,0.19130434782608696,0.11284782608695651
0.12808163265306122,0.22156521739130433,0.19130434782608696,0.111
0.13785714285714287,0.22406521739130433,0.19130434782608696,0.11302173913043478
0.1476326530612245,0.2270217391304348,0.1956521739130435,0.11697826086956523
0.15740816326530613,0.22904347826086954,0.19130434782608696,0.12047826086956522
0.16718367346938776,0.22765217391304346,0.18695652173913044,0.11843478260869567
0.17695918367346938,0.23110869565217393,0.1956521739130435,0.11971739130434782
0.18673469387755104,0.23086956521739133,0.1956521739130435,0.11352173913043478
0.19651020408163267,0.2303913043478261,0.2,0.11026086956521738
0.2062857142857143,0.23154347826086955,0.20869565217391303,0.10984782608695652
0.21606122448979592,0.2325,0.20869565217391303,0.10441304347826087
0.22583673469387755,0.23417391304347826,0.20869565217391303,0.10291304347826087
0.23561224489795918,0.23434782608695656,0.20869565217391303,0.09921739130434783
0.24538775510204083,0.23506521739130434,0.22608695652173913,0.09567391304347828
0.25516326530612243,0.24058695652173917,0.22608695652173913,0.09471739130434781
0.2649387755102041,0.24628260869565222,0.23478260869565218,0.09193478260869567
0.27471428571428574,0.2512608695652174,0.24347826086956523,0.08595652173913045
0.28448979591836737,0.26182608695652176,0.2565217391304348,0.0788695652173913
0.294265306122449,0.265804347826087,0.2565217391304348,0.0769782608695652
0.3040408163265306,0.26923913043478265,0.2565217391304348,0.07606521739130437
0.31381632653061226,0.2730652173913044,0.2565217391304348,0.07558695652173913
0.3235918367346939,0.2792826086956522,0.2565217391304348,0.08228260869565218
0.3333673469387755,0.28582608695652173,0.2565217391304348,0.08765217391304349
0.34314285714285714,0.2862391304347826,0.2565217391304348,0.0857608695652174
0.35291836734693877,0.2846521739130435,0.2565217391304348,0.08108695652173913
0.3626938775510204,0.2836739130434783,0.2565217391304348,0.07719565217391304
0.3724693877551021,0.28319565217391307,0.2565217391304348,0.07358695652173912
0.3822448979591837,0.2837173913043478,0.2565217391304348,0.07215217391304347
0.39202040816326533,0.28471739130434787,0.2565217391304348,0.06993478260869565
0.40179591836734696,0.28482608695652173,0.2608695652173913,0.06686956521739132
0.4115714285714286,0.28604347826086957,0.2608695652173913,0.06634782608695654
0.4213469387755102,0.28647826086956524,0.2826086956521739,0.06334782608695652
0.43112244897959184,0.28741304347826085,0.29130434782608694,0.058978260869565216
0.44089795918367347,0.2907391304347826,0.29130434782608694,0.05004347826086957
0.4506734693877551,0.29054347826086957,0.29130434782608694,0.04667391304347826
0.4604489795918367,0.289695652173913,0.29130434782608694,0.04265217391304348
0.47022448979591835,0.289804347826087,0.29130434782608694,0.036934782608695656
0.48,0.29,0.29130434782608694,0.02995652173913044
