MinLeafSize,Loss,BiasSquare,Variance
0.001,0.2781521739130435,0.16956521739130434,0.21132608695652175
0.011183673469387756,0.2818695652173913,0.18695652173913044,0.20982608695652177
0.02136734693877551,0.2772826086956522,0.21304347826086956,0.1935
0.031551020408163266,0.2726086956521739,0.21739130434782608,0.17969565217391303
0.04173469387755102,0.2710869565217391,0.21304347826086956,0.16730434782608694
0.051918367346938776,0.2661304347826087,0.2217391304347826,0.15730434782608696
0.06210204081632653,0.2613695652173913,0.21739130434782608,0.1522391304347826
0.07228571428571429,0.26084782608695656,0.22608695652173913,0.1469782608695652
0.08246938775510204,0.26432608695652177,0.2391304347826087,0.14754347826086958
0.0926530612244898,0.26156521739130434,0.2391304347826087,0.1443913043478261
0.10283673469387755,0.2618260869565217,0.2391304347826087,0.1403913043478261
0.1130204081632653,0.26260869565217393,0.24347826086956523,0.1406521739130435
0.12320408163265306,0.2656304347826087,0.23478260869565218,0.14554347826086958
0.13338775510204082,0.2655869565217391,0.23043478260869565,0.14580434782608695
0.14357142857142857,0.26608695652173914,0.23043478260869565,0.14195652173913043
0.15375510204081633,0.26649999999999996,0.23043478260869565,0.13828260869565218
0.16393877551020408,0.27008695652173914,0.23478260869565218,0.13426086956521738
0.17412244897959184,0.27449999999999997,0.24347826086956523,0.13041304347826085
0.1843061224489796,0.27102173913043476,0.2391304347826087,0.11723913043478261
0.19448979591836735,0.2759347826086957,0.2608695652173913,0.11219565217391304
0.2046734693877551,0.2787826086956522,0.27391304347826084,0.10821739130434783
0.21485714285714286,0.2785,0.27391304347826084,0.10819565217391304
0.2250408163265306,0.2786304347826087,0.26521739130434785,0.10706521739130435
0.23522448979591837,0.2796304347826087,0.26521739130434785,0.10654347826086957
0.24540816326530612,0.27543478260869564,0.25217391304347825,0.10400000000000001
0.2555918367346939,0.278,0.2565217391304348,0.09930434782608694
0.26577551020408163,0.2794347826086957,0.26521739130434785,0.09565217391304348
0.2759591836734694,0.2783913043478261,0.2608695652173913,0.09082608695652174
0.28614285714285714,0.28063043478260874,0.2608695652173913,0.08706521739130435
0.2963265306122449,0.2823695652173913,0.2608695652173913,0.0840217391304348
0.30651020408163265,0.2847826086956522,0.27391304347826084,0.08352173913043479
0.3166938775510204,0.28708695652173916,0.26956521739130435,0.0856086956521739
0.32687755102040816,0.29280434782608694,0.28695652173913044,0.08910869565217391
0.3370612244897959,0.2966086956521739,0.28695652173913044,0.08873913043478261
0.3472448979591837,0.2955434782608696,0.28695652173913044,0.0858913043478261
0.35742857142857143,0.2957173913043479,0.28695652173913044,0.08184782608695652
0.3676122448979592,0.29408695652173916,0.28695652173913044,0.07791304347826086
0.37779591836734694,0.2919130434782609,0.28695652173913044,0.07386956521739131
0.3879795918367347,0.29293478260869565,0.29130434782608694,0.07206521739130435
0.39816326530612245,0.2942826086956522,0.29130434782608694,0.0683695652173913
0.4083469387755102,0.2926521739130435,0.29130434782608694,0.062391304347826096
0.41853061224489796,0.2906521739130435,0.29130434782608694,0.056347826086956536
0.4287142857142857,0.2910217391304348,0.2956521739130435,0.05276086956521739
0.43889795918367347,0.2931521739130435,0.2956521739130435,0.04441304347826087
0.4490816326530612,0.29143478260869565,0.2956521739130435,0.04252173913043478
0.459265306122449,0.291195652173913,0.29130434782608694,0.03667391304347827
0.46944897959183673,0.29063043478260875,0.29130434782608694,0.03267391304347826
0.4796326530612245,0.2902391304347826,0.29130434782608694,0.02789130434782609
0.48981632653061224,0.2898695652173913,0.29130434782608694,0.033478260869565214
0.5,0.4315,0.34347826086956523,0.3402391304347826
