,CV_Fold,Accuracy,Recall,Precision,FPR
0,1,75.0,60.0,68.57142857142857,16.176470588235293
1,2,69.44444444444444,43.90243902439025,64.28571428571429,14.925373134328357
2,3,69.44444444444444,31.70731707317073,72.22222222222221,7.462686567164178
3,4,70.09345794392523,30.0,75.0,5.970149253731338
4,5,72.89719626168224,35.0,82.35294117647058,4.477611940298509
5,0,79.13043478260869,37.878787878787875,78.125,4.268292682926833
