,CV_Fold,Accuracy,Recall,Precision,FPR
0,1,75.0,60.0,68.57142857142857,16.176470588235293
1,2,69.44444444444444,43.90243902439025,64.28571428571429,14.925373134328357
2,3,81.48148148148148,78.04878048780488,74.4186046511628,16.417910447761198
3,4,71.02803738317756,47.5,65.51724137931035,14.925373134328357
4,5,76.63551401869158,65.0,70.27027027027027,16.417910447761198
5,0,78.69565217391305,60.60606060606061,63.49206349206349,14.02439024390244
