,CV_Fold,Accuracy,Recall,Precision,FPR
0,1,71.29629629629629,90.0,57.14285714285714,39.70588235294118
1,2,66.66666666666666,70.73170731707317,54.71698113207547,35.820895522388064
2,3,70.37037037037037,53.65853658536586,62.857142857142854,19.402985074626866
3,4,72.89719626168224,75.0,61.224489795918366,28.358208955223883
4,5,71.96261682242991,40.0,72.72727272727273,8.955223880597018
5,0,76.52173913043478,63.63636363636363,58.333333333333336,18.292682926829272
