,CV_Fold,Accuracy,Recall,Precision,FPR
0,1,71.29629629629629,52.5,63.63636363636363,17.647058823529417
1,2,69.44444444444444,51.21951219512195,61.76470588235294,19.402985074626866
2,3,74.07407407407408,51.21951219512195,72.41379310344827,11.940298507462687
3,4,73.83177570093457,52.5,70.0,13.432835820895528
4,5,75.70093457943925,52.5,75.0,10.447761194029848
5,0,80.43478260869566,60.60606060606061,67.79661016949152,11.585365853658535
