MinSamplesLeaf,Loss,BiasSquare,Variance
0.001,0.20369565217391306,0.1826086956521739,0.09052173913043478
0.009142857142857144,0.19780434782608694,0.18695652173913044,0.08876086956521739
0.017285714285714286,0.19519565217391302,0.17391304347826086,0.08371739130434784
0.02542857142857143,0.19508695652173913,0.1782608695652174,0.07660869565217392
0.03357142857142857,0.19610869565217393,0.18695652173913044,0.07028260869565217
0.04171428571428572,0.19586956521739132,0.19130434782608696,0.06352173913043478
0.04985714285714286,0.19591304347826088,0.18695652173913044,0.059695652173913046
0.057999999999999996,0.19699999999999998,0.2,0.05465217391304348
0.06614285714285714,0.19663043478260872,0.19130434782608696,0.053239130434782615
0.07428571428571429,0.19628260869565217,0.1826086956521739,0.051847826086956525
0.08242857142857143,0.19773913043478258,0.1826086956521739,0.049391304347826084
0.09057142857142857,0.19758695652173913,0.19130434782608696,0.0473695652173913
0.09871428571428571,0.19747826086956521,0.1956521739130435,0.04747826086956523
0.10685714285714286,0.1978478260869565,0.2,0.04676086956521739
0.11499999999999999,0.19747826086956521,0.1956521739130435,0.04621739130434782
0.12314285714285714,0.19743478260869565,0.1956521739130435,0.04578260869565217
0.13128571428571428,0.1968695652173913,0.19130434782608696,0.04447826086956522
0.13942857142857143,0.1973913043478261,0.19130434782608696,0.04495652173913044
0.14757142857142858,0.19769565217391302,0.19130434782608696,0.04465217391304348
0.15571428571428572,0.1979782608695652,0.18695652173913044,0.04397826086956521
0.16385714285714287,0.19958695652173916,0.18695652173913044,0.04432608695652173
0.172,0.2001086956521739,0.19130434782608696,0.04476086956521738
0.18014285714285713,0.20078260869565218,0.19130434782608696,0.04504347826086956
0.18828571428571428,0.20089130434782607,0.18695652173913044,0.04476086956521738
0.19642857142857142,0.20132608695652174,0.2,0.045326086956521745
0.20457142857142857,0.20471739130434785,0.2,0.04715217391304348
0.21271428571428572,0.20782608695652172,0.2,0.050565217391304346
0.22085714285714286,0.20893478260869564,0.2,0.050630434782608695
0.22899999999999998,0.20971739130434786,0.2,0.04906521739130435
0.23714285714285713,0.2114782608695652,0.20869565217391303,0.04973913043478261
0.24528571428571427,0.2139782608695652,0.21304347826086956,0.051543478260869566
0.25342857142857145,0.21719565217391307,0.20869565217391303,0.05415217391304348
0.26157142857142857,0.22069565217391307,0.21304347826086956,0.05491304347826087
0.2697142857142857,0.2241086956521739,0.21739130434782608,0.05619565217391305
0.27785714285714286,0.2263695652173913,0.21739130434782608,0.057804347826086955
0.286,0.22867391304347826,0.22608695652173913,0.06054347826086957
0.29414285714285715,0.23265217391304346,0.21304347826086956,0.06391304347826086
0.30228571428571427,0.24282608695652175,0.22608695652173913,0.0786086956521739
0.31042857142857144,0.2849565217391305,0.28695652173913044,0.004913043478260869
0.31857142857142856,0.28695652173913055,0.28695652173913044,0.0
0.32671428571428573,0.28695652173913055,0.28695652173913044,0.0
0.33485714285714285,0.28695652173913055,0.28695652173913044,0.0
0.34299999999999997,0.28695652173913055,0.28695652173913044,0.0
0.35114285714285715,0.28695652173913055,0.28695652173913044,0.0
0.35928571428571426,0.28695652173913055,0.28695652173913044,0.0
0.36742857142857144,0.28695652173913055,0.28695652173913044,0.0
0.37557142857142856,0.28695652173913055,0.28695652173913044,0.0
0.38371428571428573,0.28695652173913055,0.28695652173913044,0.0
0.39185714285714285,0.28695652173913055,0.28695652173913044,0.0
0.4,0.28695652173913055,0.28695652173913044,0.0
