MinSamplesLeaf,Loss,BiasSquare,Variance
0.001,0.28439130434782606,0.1956521739130435,0.21686956521739129
0.009142857142857144,0.2757608695652174,0.1782608695652174,0.20676086956521741
0.017285714285714286,0.26071739130434785,0.1782608695652174,0.1914130434782609
0.02542857142857143,0.25017391304347825,0.18695652173913044,0.17669565217391306
0.03357142857142857,0.24047826086956522,0.19130434782608696,0.1617391304347826
0.04171428571428572,0.23610869565217393,0.19130434782608696,0.1549782608695652
0.04985714285714286,0.23371739130434782,0.19130434782608696,0.15232608695652172
0.057999999999999996,0.23132608695652176,0.1956521739130435,0.14597826086956522
0.06614285714285714,0.22963043478260872,0.1956521739130435,0.14019565217391303
0.07428571428571429,0.2242173913043478,0.19130434782608696,0.13217391304347825
0.08242857142857143,0.22156521739130436,0.18695652173913044,0.12404347826086957
0.09057142857142857,0.22195652173913044,0.1826086956521739,0.12060869565217393
0.09871428571428571,0.22069565217391304,0.1956521739130435,0.11452173913043479
0.10685714285714286,0.22078260869565217,0.19130434782608696,0.10921739130434782
0.11499999999999999,0.2230217391304348,0.1956521739130435,0.1109782608695652
0.12314285714285714,0.22484782608695653,0.19130434782608696,0.11280434782608696
0.13128571428571428,0.22826086956521738,0.20869565217391303,0.11295652173913044
0.13942857142857143,0.23082608695652176,0.20869565217391303,0.11578260869565218
0.14757142857142858,0.23056521739130434,0.1956521739130435,0.11765217391304349
0.15571428571428572,0.23108695652173913,0.19130434782608696,0.1182608695652174
0.16385714285714287,0.23176086956521735,0.1956521739130435,0.11867391304347825
0.172,0.23256521739130434,0.2,0.11986956521739132
0.18014285714285713,0.23110869565217393,0.1956521739130435,0.11406521739130435
0.18828571428571428,0.22993478260869565,0.2,0.10680434782608696
0.19642857142857142,0.2295434782608696,0.2,0.10267391304347827
0.20457142857142857,0.23047826086956522,0.2,0.10265217391304347
0.21271428571428572,0.23178260869565218,0.20869565217391303,0.10082608695652173
0.22085714285714286,0.23389130434782607,0.20869565217391303,0.09776086956521739
0.22899999999999998,0.23321739130434785,0.21304347826086956,0.09578260869565217
0.23714285714285713,0.23354347826086957,0.21739130434782608,0.09267391304347827
0.24528571428571427,0.23300000000000004,0.2217391304347826,0.0891304347826087
0.25342857142857145,0.23619565217391306,0.22608695652173913,0.08593478260869565
0.26157142857142857,0.2416739130434783,0.23478260869565218,0.08306521739130435
0.2697142857142857,0.2441521739130435,0.23478260869565218,0.07767391304347827
0.27785714285714286,0.2481521739130435,0.23478260869565218,0.07619565217391305
0.286,0.25473913043478263,0.2565217391304348,0.07195652173913043
0.29414285714285715,0.25756521739130434,0.2565217391304348,0.06886956521739131
0.30228571428571427,0.26069565217391305,0.2565217391304348,0.06539130434782608
0.31042857142857144,0.2634347826086957,0.2565217391304348,0.06686956521739132
0.31857142857142856,0.2654130434782609,0.2565217391304348,0.0681521739130435
0.32671428571428573,0.26923913043478265,0.2565217391304348,0.06984782608695654
0.33485714285714285,0.2710217391304348,0.2565217391304348,0.07067391304347825
0.34299999999999997,0.27106521739130435,0.2565217391304348,0.07045652173913043
0.35114285714285715,0.2718260869565217,0.2565217391304348,0.06978260869565217
0.35928571428571426,0.2709130434782609,0.2565217391304348,0.06647826086956522
0.36742857142857144,0.27252173913043476,0.2565217391304348,0.06639130434782609
0.37557142857142856,0.27419565217391306,0.2565217391304348,0.0633695652173913
0.38371428571428573,0.2748695652173913,0.2565217391304348,0.06169565217391305
0.39185714285714285,0.27584782608695657,0.2565217391304348,0.05880434782608696
0.4,0.27710869565217394,0.2565217391304348,0.055847826086956515
